,url,resolved_url
120952,danji178.com,
120953,movies24free.xyz,
120954,huolinghu.cn,
120955,obis.com.tw,
120956,globalpiyasa.com,
120957,japanteenpictures.com,
120958,guiametabolica.org,
120959,estohay.com,
120960,ir7.com.br,http://busca.r7.com/s?q=ir7.com.br
120961,erotic-girls.org,
120962,cizgifilmizlet.org,
120963,evoc.cn,
120964,ingushetia.ru,
120965,tradernews.jp,
120966,allianzdirect.pl,
120967,angelicpretty-onlineshop.com,
120968,cnsuyan.com,
120969,videoworld.de,
120970,acgnsora.com,
120971,jcut.edu.cn,https://jcut.edu.cn/
120972,myflo.ru,
120973,svaposhopping.it,
120974,hajimetemama.com,
120975,beautyandhealth-lamp.club,
120976,barreirasnoticias.com,
120977,atomicmpc.com.au,
120978,mobcoins.com,
120979,uskudar.bel.tr,https://www.uskudar.bel.tr/
120980,mt-bal.com,
120981,simshairs.com,https://simshairs.com/
120982,elektronicznezapisy.pl,https://elektronicznezapisy.pl/
120983,uva.fi,
120984,templeofgamer.com,
120985,pornotab.com,
120986,asien-news.com,
120987,nankaibus.jp,
120988,neuroon.com,
120989,healthlabs.net,
120990,leta.lv,
120991,crackingarena.com,
120992,visafoto.com,https://visafoto.com/
120993,hays.tx.us,
120994,kenable.co.uk,https://www.kenable.co.uk/
120995,livechatcollection.com,
120996,trackmyflight.co,
120997,jiangling.gov.cn,
120998,thaigov.net,
120999,141hh.com,
121000,w17x.com,
121001,tnsfansub.altervista.org,
121002,cuckoldwife.net,
121003,onlyfilmizle.com,
121004,ilemi.so,
121005,artx.cn,
121006,elsewhere3.com,
121007,wetek.com,
121008,x8sina360.com,
121009,stsxxxx.com,
121010,bnv.gob.ve,
121011,chatfellas.com,
121012,fresh-market.pl,
121013,adornpic.com,
121014,thelittleclinic.com,
121015,hdxxvideos.net,
121016,lienkhucnhac.net,https://www.lienkhucnhac.net/
121017,guard3d.com,
121018,city-osaka.ed.jp,
121019,makroskop.eu,https://makroskop.eu/
121020,uvmmedcenter.org,
121021,deaflympics2017.org,
121022,travelemag.com,
121023,executivemakemoney.com,
121024,nttcom.ne.jp,
121025,sebrae-sc.com.br,
121026,jygobeh.com,
121027,state.me.us,
121028,ubqxesailing.download,
